110.0,0,5e-10,0.0625000005,0.1875,0.3125,0.5625,0.6875,0.8125,0.9374999995,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0
5e-10,0,1.9068019035432114e+25,2.2862693166119283e+17,2.271180086878661e+17,2.2412937162086934e+17,2.197196131285603e+17,2.139767410938736e+17,2.0701739123485053e+17,1.6927108818005234e+25,1.525431641961886e+17,1829003621.1705587,0
0.041666667166666664,0,1816932297.9402497,1793023310.2677243,1757745424.5995684,1711802679.5767431,1656128174.498783,1.3541597177896938e+17,1.5253525618670816e+17,1828908781.2797604,1816837925.8189518,1792929874.040333,0
0.125,0,1757653415.862703,1711712545.9910638,1656040389.7041974,1.3540876787506022e+17,1.5251944002247184e+17,1828719097.4556,1816649182.3787458,1792743030.9962473,1757469391.9970312,1711532304.093833,0
0.20833333333333331,0,1655864830.4019096,1.353943614255375e+17,1.5249571170563014e+17,1828434541.8904512,1816366042.1914034,1792462715.822804,1757193316.4155478,1711261895.7793229,1655601457.102264,1.3537274849733429e+17,0
0.2916666666666667,0,1.5246406689643626e+17,1828055032.5412216,1815988426.2402406,1792088874.9129512,1756825144.701789,1710901259.6863296,1655250211.2606027,1.3534392454148149e+17,1.524244976004381e+17,1827580517.940775,0
0.375,0,1815516252.2308254,1791621424.6462219,1756364793.970196,1710450341.420598,1654811030.3388941,1.3530788371657542e+17,1.5237699855779914e+17,1827010860.7303185,1814949443.4423437,1791060283.0705125,0
0.4583333328333333,0,1755812163.001261,1709909042.2314813,1654283823.7388346,1.35264620171326e+17,1.5232155847809274e+17,1826345994.888059,1814287878.216878,1790405347.3187528,1755167157.723623,1709277270.8444364,0
0.49999999949999996,0,1653668516.5169427,1.3521412696042619e+17,1.9036356899959132e+25,2.2824722326211795e+17,2.2674018687745936e+17,2.2375532829776714e+17,2.193512436889178e+17,2.136159247629078e+17,2.0666596811237805e+17,1.6898270450722737e+25,0
5e-10,0,0,0,0,0,0,0,0,0,0,0,0