100.0,0,5e-10,0.0500000005,0.15000000000000002,0.25,0.35000000000000003,0.45,0.55,0.65,0.75,0.85,0.9499999994999999,0.9999999995,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e-10,0,1.0068474916172553e+25,2.0130951618949155e+17,2.0083022609539136e+17,1.9987497213383706e+17,1.9845040051002733e+17,1.9656651022499955e+17,1.9423666266758378e+17,1.9147757912342787e+17,1.883092869949493e+17,1.847550294396881e+17,1.8084109404263123e+17,8.93791128444196e+24,0
0.0250000005,0,1.0068433362543944e+17,2013086815.4098983,2008293949.1468031,1998741441.6234221,1984495771.462085,1965656931.553853,1942358528.7097614,1914767781.0666478,1883084966.7205184,1847542505.628356,1808403281.3237095,8.93787337291716e+16,0
0.07500000000000001,0,1.0068099398905022e+17,2013020061.2929263,2008227284.5125816,1998675019.811738,1984429715.6134908,1965591335.8992493,1942293539.6038122,1914703520.91867,1883021533.3392558,1847480016.9265015,1808341865.3634255,8.937569125241994e+16,0
0.125,0,1.0067431611376186e+17,2012886528.8804677,2008094016.2893069,1998542219.33596,1984297617.0661614,1965460195.1766202,1942163600.2574365,1914575007.6696587,1882894691.0893319,1847355082.3083308,1808219046.4690914,8.9369607473846e+16,0
0.17500000000000002,0,1.0066429964581277e+17,2012686214.8158803,2007894048.3756325,1998342965.907711,1984099457.5949788,1965263468.9104195,1941968669.8719103,1914382212.4366343,1882704416.5779576,1847167648.338708,1808034813.5360339,8.936048227596974e+16,0
0.225,0,1.0065093986075189e+17,2012419105.3665383,2007627414.3184392,1998077301.148294,1983835194.927943,1965001130.6944876,1941708712.5688014,1914125131.4661984,1882450646.212661,1846917704.3997178,1807789113.4249897,8.93483135612489e+16,0
0.275,0,1.0063423850425938e+17,2012085149.2963457,2007294049.8498454,1997745113.7004483,1983504815.5584059,1964673131.4434485,1941383704.6267805,1913803700.6640515,1882133412.1621451,1846605218.262678,1807481967.810338,8.933309807361842e+16,0
0.325,0,1.0061419202275922e+17,2011684300.3810554,2006893922.028092,1997346423.969312,1983108278.2989995,1964279460.6877573,1940993612.5002608,1913417886.8792593,1881752621.3695624,1846230134.0903237,1807113290.0555794,8.931483631192312e+16,0
0.375,0,1.0059079649670518e+17,2011216520.145733,2006426981.4855762,1996881139.9792361,1982645496.832558,1963820029.8355198,1940538367.117116,1912967678.7538512,1881308257.4024482,1845792440.079535,1806683047.9305065,8.929352612166909e+16,0
0.425,0,1.0056405173821784e+17,2010681724.3591628,2005893135.3994026,1996349219.5908341,1982116446.5792763,1963294801.535907,1940017923.536571,1912452982.429847,1880800245.738979,1845292054.2421012,1806191192.5454385,8.926916257340984e+16,0
0.47499999949999994,0,1.0053395295614027e+17,2010079883.2839243,2005292349.585264,1995750595.4895325,1981521057.9812403,1962703740.9323602,1939432229.2116091,1911873766.5465288,1880228547.1420157,1844728933.865944,1805637666.7345006,8.924174613830654e+16,0
0.49999999949999996,0,1.0051764357564548e+25,2.0097537533268528e+17,2.004966824075579e+17,1.9954262226302688e+17,1.98119842582356e+17,1.9623834337380758e+17,1.939114865106124e+17,1.9115598927799507e+17,1.8799187539399018e+17,1.844423818416262e+17,1.8053377483115914e+17,8.922689023599797e+24,0
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0